time,sensor_AccelerometerX[],sensor_AccelerometerY[],sensor_AccelerometerZ[],sensor_LinearAccelerationSensorX[],sensor_LinearAccelerationSensorY[],sensor_LinearAccelerationSensorZ[],sensor_GravitySensorX[],sensor_GravitySensorY[],sensor_GravitySensorZ[],sensor_GyroscopeX[],sensor_GyroscopeY[],sensor_GyroscopeZ[],sensor_RelativeOrientationSensor1[],sensor_RelativeOrientationSensor2[],sensor_RelativeOrientationSensor3[],sensor_RelativeOrientationSensor4[],sensor_AbsoluteOrientationSensor1[],sensor_AbsoluteOrientationSensor2[],sensor_AbsoluteOrientationSensor3[],sensor_AbsoluteOrientationSensor4[],label_StillShake_Still,label_StillShake_Shake
1657209040984,0,0,9.9,0,0,0,0,0,9.8,,,,,,,,,,,,x,
1657209040994,0,0,9.8,0,0,0,0,0,9.8,-0.003490658503988659,-0.0017453292519943296,0.0017453292519943296,0.00003535834161448806,0.001191346599078558,0.13657491068944236,0.9906290290584258,-0.0010317200857262148,0.0009859331290721057,0.8176463738689671,0.5757190033240686,x,
1657209040995,0,0,9.8,,,,,,,,,,-0.000001664172879951528,0.000953499855836807,0.1365767828806055,0.9906290290584258,-0.0010883761993144962,0.0009230101402793765,0.8176463738689671,0.5757190033240686,x,
1657209041002,,,,0,0,0,,,,,,,,,,,,,,,x,
1657209041003,,,,,,,0,0,9.8,-0.005235987755982989,0,0,,,,,,,,,x,
1657209041041,0,0,9.8,,,,,,,,,,0.000001664172879951528,0.000953499855836807,0.1365767828806055,0.9906290290584258,-0.0010704561907715288,0.0009437340800944566,0.8176463738689671,0.5757190033240686,x,
1657209041042,,,,0,0,0,0,0,9.8,-0.005235987755982989,0,0,,,,,,,,,x,
1657209041050,,,,,,,,,,,,,0.00009966802645959731,0.0009482779281697087,0.1365767828806055,0.9906290290584258,,,,,x,
1657209041051,,,,,,,,,,,,,,,,,-0.0009659450466292166,0.001050457346675867,0.8176463738689671,0.5757190033240686,x,
1657209041055,0,0,9.8,,,,,,,,,,,,,,,,,,x,
1657209041057,,,,0,0,0,,,,,,,,,,,,,,,x,
1657209041058,,,,,,,0,0,9.8,,,,,,,,,,,,x,
1657209041059,,,,,,,,,,-0.003490658503988659,0,0.0017453292519943296,,,,,,,,,x,
1657209041070,,,,,,,,,,,,,0.00015573151864440137,0.0009406978466292428,0.1365767828806055,0.9906290290584258,-0.0008961432111216721,0.0011106024560810948,0.8176463738689671,0.5757190033240686,x,
1657209041075,0,0,9.8,,,,,,,,,,,,,,,,,,x,
1657209041076,,,,0,0,0,,,,,,,,,,,,,,,x,
1657209041077,,,,,,,0,0,9.8,,,,,,,,,,,,x,
1657209041079,,,,,,,,,,-0.003490658503988659,0,0.0017453292519943296,,,,,,,,,x,
1657209041095,0,0,9.9,,,,,,,,,,,,,,,,,,x,
1657209041101,,,,0,0,0,0,0,9.8,-0.003490658503988659,0,0,,,,,,,,,x,
1657209041107,,,,,,,,,,,,,0.00010628577267146223,0.000947559010869411,0.1365767828806055,0.9906290290584258,-0.0009058008004917019,0.0011027399421991632,0.8176463738689671,0.5757190033240686,x,
1657209041715,0,0,9.8,0,0,0,0,0,9.8,-0.003490658503988659,-0.0017453292519943296,0,0.0001038784187474143,0.00118733575941109,0.13657491068944236,0.9906290290584258,-0.0009249083083083285,0.0010867635858433278,0.8176463738689671,0.5757190033240686,x,
1657209041716,,,,0,0,0,0,0,9.8,-0.0017453292519943296,-0.0017453292519943296,0,,,,,,,,,x,
1657209042239,0,0,9.8,0,0,0,0,0,9.8,,,,,,,,,,,,x,
1657209042240,,,,,,,,,,-0.0017453292519943296,-0.0017453292519943296,0.0017453292519943296,,,,,,,,,x,
1657209042247,,,,,,,,,,,,,0.00011620257835433748,0.0009463940539415864,0.1365767828806055,0.9906290290584258,-0.0008751944426476351,0.0011282938767627922,0.8181484713120601,0.5750052520432786,x,
1657209042255,0,0,9.8,,,,,,,,,,,,,,,,,,x,
1657209042830,,,,0,0,0,0,0,9.8,,,,,,,,,,,,x,
1657209042831,0,0,9.8,,,,,,,-0.003490658503988659,0,0.0017453292519943296,0.00010628577267146223,0.000947559010869411,0.1365767828806055,0.9906290290584258,-0.0009254762727872751,0.0010874309418484873,0.8181484713120601,0.5750052520432786,x,
1657209044002,,,,,,,,,,,,,0.00004352742709184056,0.0009585483769182874,0.13744119661051238,0.9905094632383088,,,,,x,
1657209044003,0,0,9.9,0,0,0,0,0,9.8,-0.005235987755982989,0,0.0017453292519943296,,,,,-0.0009349305382026963,0.0010793133342629155,0.8181484713120601,0.5750052520432786,x,
1657209044015,0,0,9.8,,,,,,,,,,-0.000025117728261446672,0.0009592073433460061,0.13744119661051238,0.9905094632383088,-0.0010061753099169116,0.001013224373224076,0.8181484713120601,0.5750052520432786,x,
1657209044016,,,,0,0,0,0,0,9.8,-0.003490658503988659,-0.0017453292519943296,0,,,,,,,,,x,
1657209044032,,,,,,,,,,,,,0,0.0009595361524204905,0.13744119661051238,0.9905094632383088,-0.0010340739021918854,0.0009847352687841347,0.8181484713120601,0.5750052520432786,x,
1657209044034,0,0,9.8,,,,,,,,,,,,,,,,,,x,
1657209044036,,,,0,0,0,,,,,,,,,,,,,,,x,
1657209044037,,,,,,,0,0,9.8,,,,,,,,,,,,x,
1657209044045,,,,,,,,,,-0.003490658503988659,0,0.0017453292519943296,,,,,,,,,x,
1657209044078,0,0,9.9,0,0,0,0,0,9.8,-0.003490658503988659,0,0.0017453292519943296,0.00004185437912347346,0.0009586228866191895,0.13744119661051238,0.9905094632383088,,,,,x,
1657209044079,,,,,,,,,,,,,,,,,-0.0010184787817258591,0.001000856311343404,0.8181484713120601,0.5750052520432786,x,
1657209044094,0,0,9.8,,,,,,,,,,,,,,,,,,x,
1657209044096,,,,0,0,0,,,,,,,,,,,,,,,x,
1657209044097,,,,,,,0,0,9.8,,,,,,,,,,,,x,
1657209044098,,,,,,,,,,-0.003490658503988659,-0.0017453292519943296,0.0017453292519943296,,,,,,,,,x,
1657209044110,,,,,,,,,,,,,-0.000011722653975570987,0.0009594645419116267,0.13744119661051238,0.9905094632383088,-0.0010678107375761802,0.0009480467359253598,0.8181484713120601,0.5750052520432786,x,
1657209044114,0,0,9.8,,,,,,,,,,,,,,,,,,x,
1657209044116,,,,0,0,0,,,,,,,,,,,,,,,x,
1657209044117,,,,,,,0,0,9.8,,,,,,,,,,,,x,
1657209044118,,,,,,,,,,-0.003490658503988659,-0.0017453292519943296,0.0017453292519943296,,,,,,,,,x,
1657209044135,0,0,9.9,,,,,,,,,,,,,,,,,,x,
1657209044136,,,,0,0,0,,,,,,,,,,,,,,,x,
1657209044137,,,,,,,0,0,9.8,,,,,,,,,,,,x,
1657209044145,,,,,,,,,,-0.003490658503988659,0,0,,,,,,,,,x,
1657209044147,,,,,,,,,,,,,0.0000033494062284049197,0.0009595303065978875,0.13744119661051238,0.9905094632383088,-0.0010511024078718807,0.000966538210805786,0.8181484713120601,0.5750052520432786,x,
1657209044161,0,0,9.8,0,0,0,0,0,9.8,-0.003490658503988659,0,0.0017453292519943296,,,,,,,,,x,
1657209044167,,,,,,,,,,,,,-0.00002846583370619431,0.0009591138222929174,0.13744119661051238,0.9905094632383088,-0.0010644949314272958,0.0009517683151625252,0.8181484713120601,0.5750052520432786,x,
1657209044177,0,0,9.9,0,0,0,0,0,9.8,,,,,,,,,,,,x,
1657209044178,,,,,,,,,,-0.005235987755982989,-0.0017453292519943296,0,,,,,,,,,x,
1657209044187,,,,,,,,,,,,,-0.00003850790579642973,0.0009587631454082349,0.13744119661051238,0.9905094632383088,-0.0010578244480852043,0.0009591766374422117,0.8181484713120601,0.5750052520432786,x,
1657209044195,0,0,9.9,,,,,,,,,,,,,,,,,,x,
1657209044196,,,,0,0,0,,,,,,,,,,,,,,,x,
1657209044197,,,,,,,0,0,9.8,,,,,,,,,,,,x,
1657209044199,,,,,,,,,,-0.003490658503988659,0,0,,,,,,,,,x,
1657209044210,,,,,,,,,,,,,-0.000010466735044532329,0.0011993690400140988,0.13743931256998718,0.9905094632383088,-0.0010375049698194054,0.0009811196779097593,0.8181484713120601,0.5750052520432786,x,
1657209044215,0,0,9.8,,,,,,,,,,,,,,,,,,x,
1657209044216,,,,0,0,0,,,,,,,,,,,,,,,x,
1657209044217,,,,,,,0,0,9.8,,,,,,,,,,,,x,
1657209044219,,,,,,,,,,-0.003490658503988659,-0.0017453292519943296,0.0017453292519943296,,,,,,,,,x,
1657209044847,0,0,9.9,,,,,,,,,,,,,,,,,,x,
1657209044848,,,,0,0,0.1,,,,0,0.0017453292519943296,0,0.0002596008567951299,0.0011709837923037482,0.13743931256998718,0.9905094632383088,-0.0008051745551159015,0.0011803417570610273,0.8186499456995019,0.5742910628709756,x,
1657209044849,,,,,,,0,0,9.8,,,,,,,,,,,,x,
1657209046388,,,,,,,,,,-0.0017453292519943296,0.0017453292519943296,0,0.00017521413334656353,0.001186547788402324,0.13743931256998718,0.9905094632383088,,,,,x,
1657209046389,,,,,,,,,,,,,,,,,-0.0009011191472483349,0.0011088268621071715,0.8186499456995019,0.5742910628709756,x,
1657209046395,0,0,9.8,,,,,,,,,,,,,,,,,,x,
1657209046403,,,,0,0,0,0,0,9.8,0,0,0,,,,,,,,,x,
1657209046407,,,,,,,,,,,,,0.0001896971123782701,0.0011843186447245435,0.13743931256998718,0.9905094632383088,-0.0009184246737823984,0.0010945359045073386,0.8186499456995019,0.5742910628709756,x,
1657209046422,0,0,9.8,0,0,0,0,0,9.8,,,,,,,,,,,,x,
1657209046423,,,,,,,,,,-0.0017453292519943296,0,0.0017453292519943296,,,,,,,,,x,
1657209046427,,,,,,,,,,,,,0.00019796052632800392,0.0011829654587952993,0.13743931256998718,0.9905094632383088,-0.0009260435324757808,0.0010880974697276805,0.8186499456995019,0.5742910628709756,x,
1657209046438,0,0,9.8,,,,,,,,,,,,,,,,,,x,
1657209046439,,,,0,0,0,0,0,9.8,0,0,0.0017453292519943296,,,,,,,,,x,
1657209046457,,,,,,,,,,,,,0.00020827617866727368,0.001181192905535159,0.13743931256998718,0.9905094632383088,-0.0008678278004350453,0.001135071643756496,0.8186499456995019,0.5742910628709756,x,
1657209046458,0,0,9.8,0,0,0,0,0,9.8,,,,,,,,,,,,x,
1657209046459,,,,,,,,,,0,0,0,,,,,,,,,x,
1657209047378,0,0.6000000000000001,10.100000000000001,,,,,,,,,,,,,,,,,,x,
1657209047379,,,,-0.1,0.8,0.30000000000000004,0.1,-0.2,9.8,-0.15707963267948966,-0.3961897402027128,1.1798425743481669,,,,,,,,,x,
1657209047390,,,,,,,,,,,,,-0.008323503149846093,-0.011126256302403334,0.23388143023858154,0.9721658306613966,,,,,x,
1657209047391,,,,,,,,,,,,,,,,,0.0024456026360942925,-0.013457282063414329,0.87067765850545,0.4916638440710066,x,
1657209047394,-0.8,0.7000000000000001,9.8,,,,,,,,,,,,,,,,,,x,
1657209047397,,,,-0.9,0.9,0,0.2,-0.2,9.8,,,,,,,,,,,,x,
1657209047403,,,,,,,,,,-0.158824961931484,-0.48694686130641796,1.137954672300303,,,,,,,,,x,
1657209047415,-1.3,1.1,10.100000000000001,,,,,,,,,,,,,,,,,,x,
1657209047424,,,,-1.6,1.3,0.30000000000000004,0.30000000000000004,-0.2,9.8,-0.18151424220741028,-0.4537856055185257,1.1519173063162575,,,,,,,,,x,
1657209047427,,,,,,,,,,,,,-0.009228130257710937,-0.015983590465219022,0.24546040437676336,0.9692309097067544,0.0053962228853354785,-0.01754069662391977,0.8761144915078267,0.4817536741017154,x,
1657209047438,0.7000000000000001,1.6,10.100000000000001,0.4,1.9000000000000001,0.30000000000000004,0.4,-0.30000000000000004,9.8,,,,,,,,,,,,x,
1657209047439,,,,,,,,,,-0.1466076571675237,-0.6178465552059926,1.3334315485236679,,,,,,,,,x,
1657209047448,,,,,,,,,,,,,-0.009473557272374797,-0.020884341088590108,0.25695470718027535,0.9661513206883285,0.008873912929656677,-0.02131820659623902,0.8818245831722936,0.47101188121940996,x,
1657209047457,0.4,-0.7000000000000001,9.9,0,-0.30000000000000004,0.1,,,,,,,,,,,,,,,x,
1657209047458,,,,,,,0.5,-0.30000000000000004,9.8,,,,,,,,,,,,x,
1657209047459,,,,,,,,,,-0.10122909661567112,-0.7993607974134029,1.3596114873035827,,,,,,,,,x,
1657209047474,,,,,,,,,,,,,-0.00851087552187361,-0.035179742917554886,0.2825430805662856,0.9585715196636188,0.01976208235856618,-0.02997077105392836,0.8938239903058254,0.4469786206711212,x,
1657209047475,0.8,-0.7000000000000001,9.600000000000001,,,,,,,,,,,,,,,,,,x,
1657209047477,,,,0.2,-0.4,-0.2,0.6000000000000001,-0.4,9.8,,,,,,,,,,,,x,
1657209047479,,,,,,,,,,-0.13439035240356337,-0.7958701389094143,1.1588986233242349,,,,,,,,,x,
1657209047495,-0.4,-0.6000000000000001,11.200000000000001,,,,,,,,,,,,,,,,,,x,
1657209047496,,,,-1.1,-0.2,1.4000000000000001,,,,,,,,,,,,,,,x,
1657209047497,,,,,,,0.8,-0.4,9.8,,,,,,,,,,,,x,
1657209047504,,,,,,,,,,-0.0017453292519943296,-0.5829399701661061,0.7417649320975901,,,,,,,,,x,
1657209047507,,,,,,,,,,,,,-0.007965229209412714,-0.04297653099677479,0.29245995241738176,0.9552783621223436,0.02620002321364363,-0.03527836118467716,0.8984838305136633,0.43680178836770217,x,
1657209047522,-2,-1.9000000000000001,11.100000000000001,-2.9000000000000004,-1.5,1.3,0.8,-0.4,9.8,,,,,,,,,,,,x,
1657209047523,,,,,,,,,,0.42935099599060506,-0.2879793265790644,0.8098327729253689,,,,,,,,,x,
1657209049357,2.8000000000000003,-7.5,11.100000000000001,0.5,-10.9,2.2,2.4000000000000004,3.4000000000000004,8.9,,,,,,,,,,,,,x
1657209049358,,,,,,,,,,0.2722713633111154,3.3161255787892263,2.822197400474831,,,,,,,,,,x
1657209049367,,,,,,,,,,,,,0.2080758167091552,-0.058879521228797055,0.32059791691581563,0.9222009716704518,0.18467198749390837,0.11228232835623832,0.8933637040096193,0.3939419095909511,,x
1657209049374,19.6,-5.2,4.800000000000001,,,,,,,,,,,,,,,,,,,x
1657209049376,,,,17.6,-8.5,-4.2,,,,,,,,,,,,,,,,x
1657209049377,,,,,,,2,3.3000000000000003,9,,,,,,,,,,,,,x
1657209049378,,,,,,,,,,0.5777039824101231,2.129301687433082,3.202679177409595,,,,,,,,,,x
1657209049391,,,,,,,,,,,,,0.1972278266664662,-0.02316894475724682,0.38640272523424085,0.9006982393225879,0.1520665438024315,0.12896180752141223,0.9222037855734264,0.3313378884625709,,x
1657209049394,32.800000000000004,2.9000000000000004,1.8,,,,,,,,,,,,,,,,,,,x
1657209049396,,,,30.900000000000002,-0.4,-7.2,,,,,,,,,,,,,,,,x
1657209049397,,,,,,,1.9000000000000001,3.3000000000000003,9,,,,,,,,,,,,,x
1657209049399,,,,,,,,,,0.4223696789826278,0.6091199089460211,2.4818581963359367,,,,,,,,,,x
1657209049415,35.2,11.100000000000001,0.9,,,,,,,,,,,,,,,,,,,x
1657209049416,,,,33.2,7.9,-8.1,,,,,,,,,,,,,,,,x
1657209049417,,,,,,,2,3.3000000000000003,9,,,,,,,,,,,,,x
1657209049419,,,,,,,,,,-0.46076692252650303,-0.4799655442984406,0.18675022996339327,,,,,,,,,,x
1657209049427,,,,,,,,,,,,,0.19759638938112237,-0.02426178590616049,0.40280838517262724,0.8933713883278376,0.1524560233682843,0.12792579297908213,0.9283323165897864,0.3139924559674049,,x
1657209049436,29.200000000000003,12.200000000000001,3.7,27.1,9.1,-5.300000000000001,,,,,,,,,,,,,,,,x
1657209049437,,,,,,,2.1,3.2,9,,,,,,,,,,,,,x
1657209049445,,,,,,,,,,-1.1239920382843482,-0.8290313946973066,-1.6720254234105678,,,,,,,,,,x
1657209049447,,,,,,,,,,,,,0.19378376659051932,-0.03138612150532097,0.39895263597532094,0.8957117602394129,0.1557017302959279,0.12077464202552408,0.9270573963021701,0.31895930929807004,,x
1657209049459,19.700000000000003,10.600000000000001,8.1,17.6,7.6000000000000005,-1,2.1,3,9.1,-1.1257373675363427,-0.9197885158010117,-2.9530970943744057,,,,,,,,,,x
1657209050358,,,,,,,,,,,,,-0.02421964159784216,0.030231054401450803,0.14978249543781558,0.9879598657693891,,,,,,x
1657209050359,,,,,,,,,,,,,,,,,-0.038781904235622895,0.002916026027391968,0.82468968462844,0.564246741030474,,x
1657209050368,8.6,2.6,14.3,8.700000000000001,3.1,4.5,0,-0.5,9.8,-0.6702064327658226,4.88168591782814,-0.22689280275926285,,,,,,,,,,x
1657209050369,,,,,,,,,,,,,-0.023464035473864293,-0.001846659640786513,0.1520371279019016,0.9880944998464434,-0.014344442094627149,-0.018098181745915192,0.8267581079982371,0.5620833778521306,,x
1657209050388,-0.5,-1.8,10.9,0.1,-1.4000000000000001,1.1,-0.5,-0.4,9.8,0.2426007660272118,-3.3388148590651525,-0.3665191429188092,-0.022553731178139035,0.024786226930828,0.1475018911958057,0.9884938868086836,-0.03309167053985361,0.00034654783137675515,0.8239558394146546,0.565686835572452,,x
1657209050397,1.1,-0.30000000000000004,-1,1.2000000000000002,0.1,-10.8,-0.1,-0.4,9.8,,,,,,,,,,,,,x
1657209050398,,,,,,,,,,0.19373154697137057,2.4015730507441977,-0.5515240436302081,,,,,,,,,,x
1657209050411,,,,,,,,,,,,,-0.021134121309580863,0.006260211936063522,0.13916650396024166,0.9900236577165575,,,,,,x
1657209050412,,,,,,,,,,,,,,,,,-0.01848711109557445,-0.010889740658861209,0.819371397819408,0.572861373027709,,x
1657209050414,1.5,-0.6000000000000001,12.100000000000001,,,,,,,,,,,,,,,,,,,x
1657209050416,,,,1.6,-0.30000000000000004,2.3000000000000003,,,,,,,,,,,,,,,,x
1657209050417,,,,,,,-0.2,-0.4,9.8,,,,,,,,,,,,,x
1657209050418,,,,,,,,,,-0.03490658503988659,-0.1413716694115407,-0.5515240436302081,,,,,,,,,,x
1657209050435,-0.6000000000000001,-1.1,9.4,,,,,,,,,,,,,,,,,,,x
1657209050436,,,,-0.30000000000000004,-0.7000000000000001,-0.4,,,,,,,,,,,,,,,,x
1657209050437,,,,,,,-0.2,-0.4,9.8,,,,,,,,,,,,,x
1657209050446,,,,,,,,,,0.005235987755982989,-0.10471975511965978,-0.2478367537831948,,,,,,,,,,x
1657209050447,,,,,,,,,,,,,-0.021776036085018644,0.009604376284651191,0.13361241263362364,0.9907478404714436,-0.022253863059496906,-0.009538017890311263,0.8157783753786961,0.5778576243835054,,x
1657209050455,-0.30000000000000004,0,9.200000000000001,,,,,,,,,,,,,,,,,,,x
1657209050460,,,,-0.1,0.4,-0.5,-0.2,-0.4,9.8,-0.012217304763960306,0.2234021442552742,-0.005235987755982989,,,,,,,,,,x
1657209050467,,,,,,,,,,,,,-0.02141672198981074,0.007837407290723287,0.1320310453988584,0.9909831997148363,-0.020309627545882777,-0.01030366213171704,0.8153150004337186,0.5785696186660586,,x
1657209050477,-0.1,0,9.9,0.2,0.4,0.1,-0.2,-0.4,9.8,,,,,,,,,,,,,x
1657209050478,,,,,,,,,,0,0,0,,,,,,,,,,x
1657209050487,,,,,,,,,,,,,-0.021433214755159805,0.0084427678181622,0.1319910408314623,0.9909831997148363,-0.02055530582334682,-0.00980437794486445,0.8153150004337186,0.5785696186660586,,x
1657209050494,0,0,9.8,,,,,,,,,,,,,,,,,,,x
1657209050496,,,,0.2,0.4,0,,,,,,,,,,,,,,,,x
1657209050497,,,,,,,-0.2,-0.4,9.8,,,,,,,,,,,,,x
1657209050499,,,,,,,,,,0.0017453292519943296,-0.024434609527920613,0.0017453292519943296,,,,,,,,,,x
1657209050511,,,,,,,,,,,,,-0.021433214755159805,0.0084427678181622,0.1319910408314623,0.9909831997148363,-0.02055530582334682,-0.00980437794486445,0.8153150004337186,0.5785696186660586,,x
1657209050514,0,0,9.9,,,,,,,,,,,,,,,,,,,x
1657209050516,,,,0.2,0.4,0.1,,,,,,,,,,,,,,,,x
1657209050517,,,,,,,-0.2,-0.4,9.8,,,,,,,,,,,,,x
1657209050519,,,,,,,,,,0,-0.0017453292519943296,0.0017453292519943296,,,,,,,,,,x
1657209050532,,,,,,,,,,,,,-0.021447917512674938,0.008405346961410147,0.1319910408314623,0.9909831997148363,,,,,,x
1657209050533,,,,,,,,,,,,,,,,,-0.020538162656896498,-0.00984023877026988,0.8153150004337186,0.5785696186660586,,x
1657209050535,0,0,9.9,,,,,,,,,,,,,,,,,,,x
1657209051507,,,,,,,,,,,,,-0.00016158434684401614,0.0013755019870465939,0.13224913855532958,0.9912155402515417,-0.0011689448357378367,0.0008124378251962812,0.8156317611945741,0.5785696186660586,,x
1657209051514,0,0,9.8,,,,,,,,,,,,,,,,,,,x
1657209051516,,,,0,0,0,,,,,,,,,,,,,,,,x
1657209051517,,,,,,,0,0,9.8,,,,,,,,,,,,,x
1657209051519,,,,,,,,,,-0.0017453292519943296,0,0,,,,,,,,,,x
1657209051529,,,,,,,,,,,,,-0.0001375539170321122,0.001378112527126598,0.13224913855532958,0.9912155402515417,,,,,,x
1657209051530,,,,,,,,,,,,,,,,,-0.0011661017768815707,0.0008165132544922127,0.8156317611945741,0.5785696186660586,,x
1657209051534,0,0,9.9,,,,,,,,,,,,,,,,,,,x
1657209051536,,,,0,0,0.1,,,,,,,,,,,,,,,,x
1657209051537,,,,,,,0,0,9.8,,,,,,,,,,,,,x
1657209051539,,,,,,,,,,-0.0017453292519943296,0,0,,,,,,,,,,x
1657209051555,0,0,9.8,,,,,,,,,,,,,,,,,,,x
1657209051556,,,,0,0,0,,,,,,,,,,,,,,,,x
1657209051557,,,,,,,0,0,9.8,,,,,,,,,,,,,x
1657209051564,,,,,,,,,,-0.0017453292519943296,-0.0017453292519943296,0,,,,,,,,,,x
1657209052510,,,,,,,,,,,,,-0.00014813401951589112,0.0013861249109829224,0.13311403939909705,0.9910997473659748,-0.0011187045505109796,0.000880333673940653,0.8156317611945741,0.5785696186660586,,x
1657209052536,0,0,9.8,0,0,0,0,0,9.8,0,0,0.0017453292519943296,-0.00008753110932421724,0.0013912671423870473,0.13311403939909705,0.9910997473659748,-0.0010889018845822958,0.0009169405294570336,0.8156317611945741,0.5785696186660586,,x
1657209052555,0,0,9.8,,,,,,,,,,,,,,,,,,,x
1657209052556,,,,0,0,0,,,,,,,,,,,,,,,,x
1657209052557,,,,,,,0,0,9.8,,,,,,,,,,,,,x
1657209052558,,,,,,,,,,-0.0017453292519943296,0,0,,,,,,,,,,x
1657209052567,,,,,,,,,,,,,-0.000017030718072412913,0.00139391388228516,0.13311403939909705,0.9910997473659748,-0.0010478691071237136,0.0009635650383568162,0.8156317611945741,0.5785696186660586,,x
1657209052575,0,0,9.8,,,,,,,,,,,,,,,,,,,x
1657209052576,,,,0,0,0,,,,,,,,,,,,,,,,x
1657209052577,,,,,,,0,0,9.8,,,,,,,,,,,,,x
1657209052578,,,,,,,,,,0,0,0,,,,,,,,,,x
1657209052587,,,,,,,,,,,,,0.00004621891275856041,0.001393251509487345,0.13311403939909705,0.9910997473659748,-0.0010118567551268465,0.0010013157124064268,0.8156317611945741,0.5785696186660586,,x
1657209052600,0,0,9.8,,,,,,,,,,,,,,,,,,,x
1657209052601,,,,0,0,0,0,0,9.8,-0.0017453292519943296,0,0.0017453292519943296,,,,,,,,,,x
1657209052607,,,,,,,,,,,,,0.00013118867502848078,0.001387831217450314,0.13311403939909705,0.9910997473659748,-0.0009672169137706121,0.0010444992534817217,0.8156317611945741,0.5785696186660586,,x
1657209052616,0,0,9.9,0,0,0.1,,,,,,,,,,,,,,,,x
1657209052617,,,,,,,0,0,9.8,,,,,,,,,,,,,x
1657209052619,,,,,,,,,,-0.0017453292519943296,0,0,,,,,,,,,,x
1657209052627,,,,,,,,,,,,,0.00011422374923034594,0.0013893303752877183,0.13311403939909705,0.9910997473659748,-0.0009469869531624291,0.0010628748559204705,0.8156317611945741,0.5785696186660586,,x
1657209052636,0,0,9.8,0,0,0,,,,,,,,,,,,,,,,x
1657209052637,,,,,,,0,0,9.8,,,,,,,,,,,,,x
1657209052639,,,,,,,,,,-0.0017453292519943296,0,0,,,,,,,,,,x
1657209052656,,,,,,,,,,,,,0.00013118867502848078,0.001387831217450314,0.13311403939909705,0.9910997473659748,-0.000945130445183746,0.0010645260402613905,0.8156317611945741,0.5785696186660586,,x
1657209052657,0,0,9.9,0,0,0,0,0,9.8,,,,,,,,,,,,,x
1657209052659,,,,,,,,,,0,0.0017453292519943296,0,,,,,,,,,,x
1657209052675,0,0,9.9,,,,,,,,,,,,,,,,,,,x
1657209052676,,,,0,0,0.1,,,,,,,,,,,,,,,,x
1657209052677,,,,,,,0,0,9.8,,,,,,,,,,,,,x
1657209052687,,,,,,,,,,0,0,0,,,,,,,,,,x
1657209052688,,,,,,,,,,,,,0.00012634344077889383,0.0013882806962417576,0.13311403939909705,0.9910997473659748,-0.0009525391464025101,0.0010579018968593444,0.8156317611945741,0.5785696186660586,,x
1657209052705,0,0,9.8,0,0,0,0,0,9.8,0,0,0.0017453292519943296,,,,,,,,,,x
1657209052707,,,,,,,,,,,,,0.00011664841297126507,0.0013891289012674937,0.13311403939909705,0.9910997473659748,-0.0009580652253007206,0.0010528999348833207,0.8156317611945741,0.5785696186660586,,x
1657209052723,0,0,9.9,0,0,0,,,,,,,,,,,,,,,,x
1657209052724,,,,,,,0,0,9.8,-0.0017453292519943296,0,0,,,,,,,,,,x
1657209053654,,,,,,,,,,,,,-0.0001239202426678982,0.0013884990925609126,0.13311403939909705,0.9910997473659748,-0.0011618105583785419,0.0008226077286580536,0.8156317611945741,0.5785696186660586,,x
1657209053655,0,0,9.8,,,,,,,,,,,,,,,,,,,x
1657209053656,,,,0,0,0,,,,,,,,,,,,,,,,x
1657209053657,,,,,,,0,0,9.8,,,,,,,,,,,,,x
1657209053659,,,,,,,,,,0.0017453292519943296,0,0,,,,,,,,,,x
1657209053674,0,0,9.8,,,,,,,,,,,,,,,,,,,x
1657209053676,,,,0,0,0,,,,,,,,,,,,,,,,x
1657209053677,,,,,,,0,0,9.8,,,,,,,,,,,,,x
1657209053679,,,,,,,,,,-0.0017453292519943296,0,0.0017453292519943296,,,,,,,,,,x
1657209053687,,,,,,,,,,,,,-0.00010209535910105892,0.0013902742514465896,0.13311403939909705,0.9910997473659748,-0.0011472771245841541,0.0008427588315845385,0.8156317611945741,0.5785696186660586,,x
1657209053695,0,0,9.8,,,,,,,,,,,,,,,,,,,x
1657209053696,,,,0,0,0,,,,,,,,,,,,,,,,x
1657209053697,,,,,,,0,0,9.8,,,,,,,,,,,,,x
1657209053704,,,,,,,,,,-0.0017453292519943296,0,0,,,,,,,,,,x
1657209053707,,,,,,,,,,,,,-0.00010452168868840188,0.001390093944012085,0.13311403939909705,0.9910997473659748,-0.0011560394071978926,0.00083069858421293,0.8156317611945741,0.5785696186660586,,x
1657209053715,0,0,9.8,,,,,,,,,,,,,,,,,,,x
1657209053723,,,,0,0,0,,,,,,,,,,,,,,,,x
1657209053724,,,,,,,0,0,9.8,-0.0017453292519943296,0,0,,,,,,,,,,x
1657209053727,,,,,,,,,,,,,-0.00010452168868840188,0.001390093944012085,0.13311403939909705,0.9910997473659748,-0.0011516740527539836,0.0008367401777260586,0.8156317611945741,0.5785696186660586,,x
1657209053737,0,0,9.8,,,,,,,,,,,,,,,,,,,x
1657209053738,,,,0,0,0,0,0,9.8,,,,,,,,,,,,,x
1657209053739,,,,,,,,,,0,0,0,,,,,,,,,,x
1657209053749,,,,,,,,,,,,,-0.00013361069640764823,0.0013876001363472162,0.13311403939909705,0.9910997473659748,-0.0011574874882521711,0.0008286796506174757,0.8156317611945741,0.5785696186660586,,x
