time,sensor_AccelerometerX[],sensor_AccelerometerY[],sensor_AccelerometerZ[],sensor_LinearAccelerationSensorX[],sensor_LinearAccelerationSensorY[],sensor_LinearAccelerationSensorZ[],sensor_GravitySensorX[],sensor_GravitySensorY[],sensor_GravitySensorZ[],sensor_GyroscopeX[],sensor_GyroscopeY[],sensor_GyroscopeZ[],sensor_RelativeOrientationSensor1[],sensor_RelativeOrientationSensor2[],sensor_RelativeOrientationSensor3[],sensor_RelativeOrientationSensor4[],sensor_AbsoluteOrientationSensor1[],sensor_AbsoluteOrientationSensor2[],sensor_AbsoluteOrientationSensor3[],sensor_AbsoluteOrientationSensor4[],label_StillShake_Still,label_StillShake_Shake
1657209053757,0,0,9.9,0,0,0,0,0,9.8,,,,,,,,,,,,,x
1657209053759,,,,,,,,,,0,0,0.0017453292519943296,,,,,,,,,,x
1657209053771,,,,,,,,,,,,,-0.00013118867502848078,0.001387831217450314,0.13311403939909705,0.9910997473659748,-0.001139879074926313,0.0008527384964647451,0.8156317611945741,0.5785696186660586,,x
1657209053775,0,0,9.9,,,,,,,,,,,,,,,,,,,x
1657209053776,,,,0,0,0,,,,,,,,,,,,,,,,x
1657209053777,,,,,,,0,0,9.8,,,,,,,,,,,,,x
1657209053779,,,,,,,,,,-0.0017453292519943296,0,0,,,,,,,,,,x
1657209053795,0,0,9.8,,,,,,,,,,,,,,,,,,,x
1657209053797,,,,0,0,0,0,0,9.8,,,,,,,,,,,,,x
1657209053804,,,,,,,,,,-0.0017453292519943296,0.0017453292519943296,0,,,,,,,,,,x
1657209053807,,,,,,,,,,,,,-0.0001408742890316676,0.001386881534693995,0.13311403939909705,0.9910997473659748,-0.0011308868811908044,0.0008646283078631861,0.8156317611945741,0.5785696186660586,,x
1657209053820,0,0,9.8,,,,,,,,,,,,,,,,,,,x
1657209053821,,,,0,0,0,0,0,9.8,0,0,0,,,,,,,,,,x
1657209053827,,,,,,,,,,,,,-0.00014329463815055193,0.0013866335504604853,0.13311403939909705,0.9910997473659748,,,,,,x
1657209054504,0,0,9.9,,,,,,,,,,-0.00004865052374348743,0.0013931687202650056,0.13311403939909705,0.9910997473659748,-0.0010612204338784105,0.0009488405764546219,0.8156317611945741,0.5785696186660586,,x
1657209054521,,,,0,0,0,0,0,9.8,-0.0017453292519943296,0,0,,,,,,,,,,x
1657209054533,0,0,9.8,,,,,,,,,,-0.00010452168868840188,0.001390093944012085,0.13311403939909705,0.9910997473659748,-0.0011015982318248764,0.0009016477052863428,0.8156317611945741,0.5785696186660586,,x
1657209054545,,,,0,0,0.1,0,0,9.8,-0.0017453292519943296,-0.0017453292519943296,0,,,,,,,,,,x
1657209054546,0,0,9.9,,,,,,,,,,-0.00008507994106108659,0.0011585683464293262,0.13311626967388784,0.9910997473659748,-0.0011031702253113305,0.0008997236813568761,0.8156317611945741,0.5785696186660586,,x
1657209055711,,,,,,,,,,,,,0.08966146132328066,-0.06538226215381863,0.23475577067278017,0.9656995962952725,0.1090224821226771,0.020994420932663103,0.8666898121184139,0.4863353804234905,,x
1657209055714,7.2,-6.5,3.4000000000000004,,,,,,,,,,,,,,,,,,,x
1657209055716,,,,5.6000000000000005,-7.9,-6.2,,,,,,,,,,,,,,,,x
1657209055717,,,,,,,1.7000000000000002,1.4000000000000001,9.600000000000001,,,,,,,,,,,,,x
1657209055719,,,,,,,,,,1.631882850614698,1.1571532940722404,3.47495054072071,,,,,,,,,,x
1657209055735,20,-1.7000000000000002,-1.7000000000000002,,,,,,,,,,,,,,,,,,,x
1657209055742,,,,18.400000000000002,-3.3000000000000003,-11.200000000000001,1.6,1.6,9.5,0.9861110273767962,-0.2583087292951608,3.574434308084387,,,,,,,,,,x
1657209055747,,,,,,,,,,,,,0.10071777753692475,-0.05721566089305798,0.2702628540871132,0.9557930147983301,0.11091698461872726,0.03497199091639354,0.8833838398570969,0.45399049973954686,,x
1657209055757,30.400000000000002,6.9,0.6000000000000001,,,,,,,,,,,,,,,,,,,x
1657209055758,,,,28.6,5.300000000000001,-8.9,1.8,1.6,9.5,,,,,,,,,,,,,x
1657209055759,,,,,,,,,,-0.6056292504420324,-1.1850785621041497,2.6651177677953415,,,,,,,,,,x
1657209055767,,,,,,,,,,,,,0.10564210126874814,-0.06423140436116136,0.30296142748808075,0.9449489121575309,0.11841116194069058,0.033283876535362134,0.8979224828090139,0.42261826174069944,,x
1657209055776,31.200000000000003,11.5,7.2,29.1,10.200000000000001,-2.2,,,,,,,,,,,,,,,,x
1657209055777,,,,,,,2.1,1.3,9.5,,,,,,,,,,,,,x
1657209055779,,,,,,,,,,-1.9285888234537343,-0.7173303225696694,0.5113814708343386,,,,,,,,,,x
1657209055793,,,,,,,,,,,,,0.08054134333808134,-0.0920016353368444,0.3185376197578455,0.9399907318200801,0.12225333706399444,-0.0036283943386108118,0.9046033337634607,0.408330460381385,,x
1657209055794,24.900000000000002,9.8,13.200000000000001,,,,,,,,,,,,,,,,,,,x
1657209055796,,,,22.700000000000003,8.9,3.7,,,,,,,,,,,,,,,,x
1657209055797,,,,,,,2.2,0.9,9.5,,,,,,,,,,,,,x
1657209055799,,,,,,,,,,-2.1101030656611446,0.20420352248333656,-1.6388641676226754,,,,,,,,,,x
1657209055813,,,,,,,,,,,,,0.06369334183014856,-0.09267438742918646,0.29759477769026565,0.9480463935971775,0.1104728738808429,-0.016510281623407883,0.8967795665886896,0.42814666142132296,,x
1657209055815,15.3,4.3,14.600000000000001,,,,,,,,,,,,,,,,,,,x
1657209055816,,,,13.200000000000001,3.6,5,,,,,,,,,,,,,,,,x
1657209055817,,,,,,,2.1,0.6000000000000001,9.600000000000001,,,,,,,,,,,,,x
1657209055819,,,,,,,,,,-0.8988445647770797,0.7016223593017205,-2.970550386894349,,,,,,,,,,x
1657209055835,3.4000000000000004,-1,11.8,,,,,,,,,,,,,,,,,,,x
1657209055843,,,,1.5,-1.7000000000000002,2.2,1.9000000000000001,0.7000000000000001,9.600000000000001,0.7819075048934596,0.6736970912698113,-3.6774087339520523,,,,,,,,,,x
1657209056934,,,,,,,,,,,,,0.04462433747401242,-0.007948805169978966,0.31070363275285,0.9494254776419039,0.03544748027315051,0.026614721024041554,0.9063277677100746,0.42024410792391864,,
1657209056935,25.200000000000003,10.5,12.100000000000001,,,,,,,,,,,,,,,,,,,
1657209056936,,,,24.700000000000003,9.8,2.4000000000000004,,,,,,,,,,,,,,,,
1657209056937,,,,,,,0.4,0.8,9.8,,,,,,,,,,,,,
1657209056939,,,,,,,,,,-1.228711793404008,-1.7191493132144147,-0.3420845333908886,,,,,,,,,,
1657209056955,17.6,9.3,17.400000000000002,,,,,,,,,,,,,,,,,,,
1657209056956,,,,16.900000000000002,8.700000000000001,7.6000000000000005,,,,,,,,,,,,,,,,
